name,domain,sector,filepath
the old truman brewery,trumanbrewery.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/trumanbrewery.com.png
po-go realty,pogorealty.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/pogorealty.com.png
west coast mortgage group,wcmtg.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/wcmtg.com.png
prudential rubloff,rubloff.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/rubloff.com.png
estatemint private limited,estatemint.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/estatemint.com.png
shawn elliott luxury homes and estates,shawnelliott.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/shawnelliott.com.png
sonae sierra,sonaesierra.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/sonaesierra.com.png
three sixty {real estate},concepttoclosing.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/concepttoclosing.com.png
dickens mitchener residential real estate,dickensmitchener.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/dickensmitchener.com.png
shukaku inc.,shukaku-inc.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/shukaku-inc.com.png
coldwell banker residential brokerage oro valley az,azmoves.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/azmoves.com.png
rsvp real estate,rsvpre.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/rsvpre.com.png
saarrthi group pune,saarrthigroup.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/saarrthigroup.com.png
rent in riga,rentinriga.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/rentinriga.com.png
leaders romans group,leadersromans.co.uk,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/leadersromans.co.uk.png
kalinka group,kalinka-realty.ru,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/kalinka-realty.ru.png
fastighets ab stenvalvet,stenvalvet.se,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/stenvalvet.se.png
re/max nova,remaxnova.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/remaxnova.com.png
heritage bay golf & country club,golfheritagebay.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/golfheritagebay.com.png
ddp valuers (pty) ltd,ddp.co.za,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/ddp.co.za.png
maronda homes,marondahomes.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/marondahomes.com.png
century 21 curran & christie,century21cc.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/century21cc.com.png
artha capital,artha.com.mx,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/artha.com.mx.png
dhalia group,dhalia.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/dhalia.com.png
wing tai properties limited,wingtaiproperties.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/wingtaiproperties.com.png
land advisors organization,landadvisors.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/landadvisors.com.png
ooms makelaars,ooms.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/ooms.com.png
houston association of realtors,har.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/har.com.png
hms homes real estate,hmshomes.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/hmshomes.com.png
keller williams realty - foxboro / north attleboro,508forsale.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/508forsale.com.png
keller williams realty greater portland,kwmaine.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/kwmaine.com.png
rma,rmare.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/rmare.com.png
tridhaatu realty & infra pvt. ltd.,tridhaatu.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/tridhaatu.com.png
keller williams integrity realty,marzenamelby.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/marzenamelby.com.png
presidium group,presidiumre.com,Real Estate,/Users/armankassam/dis/ann/logo-classifier/data/logos/real_estate/presidiumre.com.png
da volterra,davolterra.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/davolterra.com.png
agimed s.r.l.,agimed.com.ar,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/agimed.com.ar.png
north star academy,nstaracademy.org,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/nstaracademy.org.png
icc  industrial comércio exportação e importação ltda,iccbrazil.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/iccbrazil.com.png
cccccccccccccccccccccccccccccccc,dotcom.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/dotcom.com.png
gsi helmholtz centre for heavy ion research,gsi.de,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/gsi.de.png
canadian association of gastroenterology,cag-acg.org,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/cag-acg.org.png
boule medical ab,boule.se,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/boule.se.png
groglass,groglass.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/groglass.com.png
intelnet medica s.a.s,intelnetmedica.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/intelnetmedica.com.png
atlanta center for medical research,acmr.org,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/acmr.org.png
advanced microdevices pvt. ltd. (india),mdimembrane.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/mdimembrane.com.png
rigo research en advies,rigo.nl,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/rigo.nl.png
belgian institute for space aeronomy,aeronomie.be,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/aeronomie.be.png
instituto argentino de siderurgia,siderurgia.org.ar,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/siderurgia.org.ar.png
the australian centre for health services innovation (aushsi),aushsi.org.au,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/aushsi.org.au.png
arineta ltd.,arineta.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/arineta.com.png
kappa bioscience as,kappabio.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/kappabio.com.png
assing s.p.a.,assing.it,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/assing.it.png
servona gmbh,servona.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/servona.com.png
leica biosystems,leicabiosystems.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/leicabiosystems.com.png
metgen,metgen.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/metgen.com.png
oryzon,oryzon.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/oryzon.com.png
faculty of science and mathematics,forsyningen.dk,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/forsyningen.dk.png
sera prognostics,seraprognostics.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/seraprognostics.com.png
hzo,hzo.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/hzo.com.png
steri-tek,steri-tek.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/steri-tek.com.png
celldex therapeutics,celldex.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/celldex.com.png
i̇zmir institute of technology,iyte.edu.tr,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/iyte.edu.tr.png
sunp biotech,sunpbiotech.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/sunpbiotech.com.png
kirensky institute of physics sb ras,kirensky.ru,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/kirensky.ru.png
anthogyr,anthogyr.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/anthogyr.com.png
institute for health metrics and evaluation,healthdata.org,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/healthdata.org.png
forevergreen,myforevergreen.org,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/myforevergreen.org.png
louis bolk institute,louisbolk.org,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/louisbolk.org.png
greentech,greentech.fr,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/greentech.fr.png
ovum,ovum.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/ovum.com.png
rxcrossroads,rxcrossroads.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/rxcrossroads.com.png
diasource immunoassays,diasource.be,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/diasource.be.png
lake research partners,lakeresearch.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/lakeresearch.com.png
pathway genomics corporation,pathway.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/pathway.com.png
rural development administration,rda.go.kr,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/rda.go.kr.png
université catholique de louvain,uclouvain.be,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/uclouvain.be.png
remarx medical services,remarxservices.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/remarxservices.com.png
hazara university,hu.edu.pk,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/hu.edu.pk.png
mobileodt,mobileodt.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/mobileodt.com.png
ottawa hospital research institute,ohri.ca,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/ohri.ca.png
semfyc,semfyc.es,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/semfyc.es.png
csa medical inc,csamedical.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/csamedical.com.png
imv technologies,imv-technologies.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/imv-technologies.com.png
dmss ltd,dmss.co.uk,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/dmss.co.uk.png
vatt institute for economic research,vatt.fi,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/vatt.fi.png
national cancer institute (nci),cancer.gov,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/cancer.gov.png
renovatio clinical,renovatioclinical.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/renovatioclinical.com.png
agri-food and biosciences institute,afbini.gov.uk,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/afbini.gov.uk.png
md resource corp.,mdresource.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/mdresource.com.png
better living now,betterlivingnow.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/betterlivingnow.com.png
pprs research,pprs-research.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/pprs-research.com.png
bio-protocol,bio-protocol.org,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/bio-protocol.org.png
villa sistemi medicali _ radiology systems,villasm.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/villasm.com.png
personal genome diagnostics,personalgenome.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/personalgenome.com.png
donatelle,donatellemedical.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/donatellemedical.com.png
earthwatch institute,earthwatch.org,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/earthwatch.org.png
biologics consulting,biologicsconsulting.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/biologicsconsulting.com.png
acandis gmbh,acandis.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/acandis.com.png
unc lineberger comprehensive cancer center,unclineberger.org,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/unclineberger.org.png
etherna immunotherapies,etherna.be,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/etherna.be.png
kuntoutussäätiö (rehabilitation foundation),kuntoutussaatio.fi,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/kuntoutussaatio.fi.png
vicare medical,vicare-medical.dk,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/vicare-medical.dk.png
dansk hørecenter,dkhc.dk,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/dkhc.dk.png
itmati (instituto tecnológico de matemática industrial),itmati.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/itmati.com.png
dentaurum gmbh & co. kg,dentaurum.de,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/dentaurum.de.png
csem brasil,csembrasil.com.br,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/csembrasil.com.br.png
ffi,ffi.no,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/ffi.no.png
medistim asa,medistim.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/medistim.com.png
medica group,medicagroup.com,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/medicagroup.com.png
edward food research & analysis centre limited,efrac.org,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/efrac.org.png
ressleep,ressleep.com.au,Research & Science,/Users/armankassam/dis/ann/logo-classifier/data/logos/research_science/ressleep.com.au.png
